title,url,country,visualizationType,thumbnail,author,other
"Emergency Ventilator project is opensource amp uses a manual resuscitator selinlating bag already available at…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Emergency Ventilator project is opensource amp uses a manual resuscitator selinlating bag already available at…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Emergency Ventilator project is opensource amp uses a manual resuscitator selinlating bag already available at…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Ensuring ree movement o essential health products is vital or saving lives amp curbing the social amp economic impa…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Epidemiologist site for tracking the impact at hospitals - Developers Needed,https://github.com/CodeForPhilly/chime,USA/Global,Hospitals,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Hospital_font_awesome.svg/512px-Hospital_font_awesome.svg.png,,
"Even though we are all at arms length God is always by our side Check out some great resources to help you get even c…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Even though were in the midst o a crisis essential health services must continue Babies are still being born…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Everyone must continue to be able to access ood saely within their communities WHOampsay now is the t…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Export restrictions   ood shortage and   price spikes will harm lowincome countries that ace ood shortages…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Face shield without 3d printer (Spanish),https://www.youtube.com/watch?v=pNrWxqVjLJ4&fbclid=IwAR3gKYchu8mBS-ck-lBQvVFoBLlCsj6KzLrdNhyZukFDI7xtoJ7WZzT4p2I,<Unknown>,Hardware,https://svgsilh.com/svg/1710300.svg,,
FDA response to  Coronavirus Disease 2019 (COVID-19) hardware standards compliance,https://www.fda.gov/media/136423/download?utm_campaign=2020-03-26%20FDA%20Issues%20Emergency%20Use%20Authorization%20for%20Ventilators,USA,Hardware Standad,https://www.fda.gov/files/styles/featured_content_background_image/public/covid19-graphic-1600x900-updated-3-17-20.jpg?itok=WFAxUZHf,,
"Fight to stop the coronavirus with every resource at our disposal Unite to conront the COVID pandemic toget…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Folding@Home,Run on home computers please. Team Hackaday #44851 . https://foldingathome.org/2020/03/15/coronavirus-what-were-doing-and-how-you-can-help-in-simple-terms/ Setup instructions: https://hackaday.com/?p=404186,Global,Hardware,https://svgsilh.com/svg/1710300.svg,,
Formlabs is connecting those needing 3D printed parts with people having 3D printing expertise,https://docs.google.com/forms/d/e/1FAIpQLSe015Ylohgm7hE5lRsekdK01_OqElYeSAzqyHx7HbOmrJ_MjQ/viewform,Global,Makers Community,https://freesvg.org/img/makers-start-button.png,,
"FRANCE COVID UPDATE   France just passedtotal cases They are atcases anddeaths…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Frena La Curva,https://es.mapa.frenalacurva.net/views/map,Spain,Support Community,https://cdn.onlinewebfonts.com/svg/img_263253.png,,
"Freshmeme COVID Covid coronavirus""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"From a camp in Idlib  Stay home and act or those who do not have a one SyriaBanksy Covid Covid coronavirus…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"From MCE to the doctors and nurses ighting on the ront lines we thankyou MCE covid coronavirus covid …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Getting Cash For Your SmallBusiness Through The CARESAct  sbaloan sbaloans covid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Giant list of hospitals and what they can accept,https://docs.google.com/spreadsheets/u/2/d/1txEanDkIrJ5GNfSk-zlXkTlB-bQPNRN_Y69qEwmdme8/htmlview?urp=gmail_link#gid=1259409226,USA,Healthcare Community,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Preventive_Healthcare_-_The_Noun_Project.svg/512px-Preventive_Healthcare_-_The_Noun_Project.svg.png,,
"GISAID: Promotes the international sharing of all influenza virus sequences, related clinical and epidemiological data associated with human viruses, ....",https://www.gisaid.org/,<Unknown>,Healthcare Community,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Preventive_Healthcare_-_The_Noun_Project.svg/512px-Preventive_Healthcare_-_The_Noun_Project.svg.png,,
"Global situation on April Covid COVID  coronavirus CoronavirusWorldUpdates CoronaVirusUpdates COVID""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Governments need to ensure the welare o people who have lost their income and are in desperate need o ood san…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Groupe de Soutien en cas de Crise Numérique,https://gscn.eu.org/,France,Support Community,https://cdn.onlinewebfonts.com/svg/img_263253.png,,
"Guess what our girls are doing to please themselves while staying at home due to the lockdown Covid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Hack the Crisis : Working on medical devices, to have a fast and easy solution that can be reproduced and assembled locally worldwide.",https://www.hackcrisis.com/,Global,Hardware,https://svgsilh.com/svg/1710300.svg,,
"has anyone built or have a covid app or use in Emergency Dept patient care guidance decision tree or android o…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Heartbreaking   COVID Covid TheLockdown coronavirus StayHome StayHomeSaveLives StayAtHome QuaratineLie Socia…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Help with Covid,https://helpwithcovid.com/,<Unknown>,Support Community,https://cdn.onlinewebfonts.com/svg/img_263253.png,,
Helpful Engineering,https://docs.google.com/document/d/1cM87eJdXhP_8e9gJJZ_SnZXdo_huWsBmMzcqYWbhEOg/preview?omnisendAttributionID=email_campaign_5e701f5999f0b71f228309c6&omnisendContactID=5cc1b4f364fd192fc0c4fe8f&omnisendScopeID=5cc10abb8653ed5a50b1134a_2_39371,Global,Tech Support Community,https://cdn.pixabay.com/photo/2017/07/24/04/23/technical-support-2533526_960_720.png,,
"Helpful Engineering : An open source group of 3,000+ members looking for solutions to COVID19",helpfulengineering.slack.com,Global,Tech Support Community,https://cdn.pixabay.com/photo/2017/07/24/04/23/technical-support-2533526_960_720.png,,
hes lying i was sent to the covid isolation ward room in a major hospital er rom a separate urgent care acility a,https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Holds Coronavirus Brieing  COVID  Coronavirus GovernorAndrewCuomo  Covid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Hows your sleep schedule looking Try to head to bed on time tonight i you can   COVID COVID""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I am committing total o INRthrough multiple initiatives or COVIDFirst instalment o INRto…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I eel sad or americans A gigantic coronavirus tsunami will hit USA Hundreds o thousand will die Stupid Trump con…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I have called on governments to put in place social welare measures to ensure vulnerable people have ood amp other…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I just got o my hr shitI “stole” the glove I’ve been wearing or the past six hours to tellto GO…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I our thoughts and attitudes are positive toward one another mutually considerate and caring we then become immu…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
i study viruses howandare giving canadian researchers a ighting chance against,https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
i the government doesnt strictly enorce a total lockdownnow o the entire usa we are doomed no stimulus package will,https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I think it might be their Last Supper Police break up illegal house party     …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I we want to prevent urther spreading o the coronavirus we need to wash not only our hands—we need to also “was…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I we want to prevent urther spreading o the coronavirus we need to wash not only our hands—we need to also “wash” our th…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I women express a desire or humanity’s unity above all o its divisions and i they unite as a major orce with…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"I you are at home because o coronavirus its still important to stay active every day as much as you can WHO…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Idea or versionoCOVID Covid coronavirus coronapocolypse …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"In addition WHO is working intensively with several partners to massively increase access to liesaving products…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"In India or example Prime Ministerhas announced abillion package incl ree ood rations …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"In the ace o the COVID crisis we are all vulnerable The coronavirus has shown that it does not discriminate…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"In the eye o a storm like COVID scientiic and public health tools are essential but so are humility and kin…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"In the meantime we call on individuals amp countries to rerain rom using therapeutics that have not been demonstr…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"In these circumstances masks are only eective when combined with other protective measures WHO continues to ga…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"In Tunisia you must show your “papers” to patrolling robots i you are on the streets during their COVID lockdown G…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"In Tunisia you must show your “papers” to patrolling robots i you are on the streets during their COVID lockdown G…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"In Tunisia you must show your “papers” to patrolling robots i you are on the streets during their COVID lockdown G…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Inclusion will help not only to protect the rights o reugees and migrants but will also protect public health an…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Information and Resources for COVID-19 Modeling Research,https://midasnetwork.us/covid-19/,,Modeling,https://cdn.pixabay.com/photo/2017/07/24/04/23/technical-support-2533526_960_720.png,,
"Innovation under pressureCOVID Covid coronavirus coronapocolypse StayAtHome Ventilato…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Insiders in China are saying that crematoriums are runningEstimates ohave died Record numbers o urns…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Insiders in China are saying that crematoriums are runningEstimates ohave died Record numbers o urns…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Insiders in China are saying that crematoriums are runningEstimates ohave died Record numbers o urns…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Insiders in China are saying that crematoriums are runningEstimates ohave died Record numbers o urns…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Insiders in China are saying that crematoriums are runningEstimates ohave died Record numbers o urns…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Integrated surveillance o Covid in Italy   April  Deaths  Age x Deaths n   …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Interestingly enough I have been giving lots o blood to scienceis running a study on the plasma o coronavir…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"is seeking volunteers who have recovered rom the COVID to participate in a research study Your sample will…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"It eels like a war zone What its like as an ICU nurse trying coronavirus COVID COVID …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"It is critical that we ensure these countries are well equipped to detect test isolate and treat COVID cases…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"It’s also important that governments keep their people inormed about the intended duration o measures amp to provi…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Its easy or us to blame China or what is happening because it removes accountability or our own actions coronav…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Its only prayerNi maombi…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Its vital that everyone including all migrants and reugees have equal access to health services and are included…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
JI-Liu,https://www.sciencedirect.com/science/article/pii/S0163445320301183,,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
"Join OpenWHO the ree openaccess learning platorm or health emergencies Learn rom public health experts abo…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Just Innew COVID positive cases in Andhra Pradesh take the total number to  CoronaVirusUpdates  Covid  india""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Just One Giant Lab (JOGL) :Research and innovation laboratory operating as a distributed, open and massive mobilization platform for collaborative task solving.",https://jogl.io/,Global,Lab,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Flasks_or_Lab_Test_Tubes_Flat_Icon_Vector.svg/512px-Flasks_or_Lab_Test_Tubes_Flat_Icon_Vector.svg.png,,
"Kashmiri goats looking or human riends invade Welsh town in UK amid virus lockdown Lockdown Goats…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Kellyanne Trolls Biden Whos Hiding In His Basement Coronavirus Covid Covid Covid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"KEY message Covid COVID is unprecedented so gtgt To save max lives we need to ocus CapableCalm To save as many liv…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Lima Peru Turning the oldest bullighting arena in Latin America into the reuge or homeless people to prevent t…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
List of COVID-19 Initiatives; Women in 3D printing group,https://womenin3dprinting.com/covid-19-3d-printing-responses/,<Unknown>,Support Community,https://cdn.onlinewebfonts.com/svg/img_263253.png,,
"LIVE coronavirus update Gov Sununu holds brieing about states response to COVID outbreak…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"LIVE coronavirus update Gov Sununu holds brieing about states response to COVID outbreakcoro…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Looks like you’re delecting rom the Syrian regime exploiting civilians and weaponizing bread amidst a global pandemic…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Lowcarbon investments can help economies around the world to recover rom the coronavirus epidemic providing muc…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Made with huge help rom reddit here are some highlights rom COVID articles in the pasthours…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Maintaining a healthy liestyle is vital especially during COVID outbreak This includes  Eating healthy diet…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Make in Belgium:A platform of all kinds of makers working on Covid related projects. (mostly Dutch language put English is accepted),http://makein.be/doku.php?id=corona,Belgium,Makers Community,https://freesvg.org/img/makers-start-button.png,,
"Makers vs COVID shared the right tips to keep a clean Maker Space We can work together to design things that can…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Makers4Andalucia - Maker/CATEC Injection molds, PPEs for Andalusia",https://drive.google.com/drive/u/0/folders/1KjdadHzrcHVX60WhUnxzhYwux0oXx26X,Spain,Hardware,https://dnzengou-seir-model.glitch.me/assets/img/favicon/favicon-32x32.png,,
"Making a Dprinted ace mask got easier with this opensource project Dprinting PPEshortage PPENow …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Many countries are asking people to stay at home and shutting down population movement which can help to limit tr…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Many developing countries will struggle to implement social welare programs o this nature For those countries…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Mapping 2019-nCoV,https://systems.jhu.edu/research/public-health/ncov/,USA,Data visualization,https://cdn.pixabay.com/photo/2012/04/01/17/37/bar-23678_960_720.png,,
"Media brieing on COVID withcoronavirus""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Medical Supply Donation / Request / Manufacture,https://getusppe.org,<Unknown>,Hardware,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Michigan has bigger numbers than most countries   coronavirus COVIDUS CoronavirusOutbreak Covid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"MoD calls upreservists or coronavirus response coronavirus COVID COVID   …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Models of COVID-19 outbreak trajectories and hospital demand,https://neherlab.org/covid19/,Global,Modeling,https://neherlab.org/covid19/assets/HIVEVO_logo.2897998.png,,
"months ago we knew almost nothing about this coronavirus Collectively we have learned an enormous amount An…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"More eective medicines vaccines and tools are urgently needed to break the trajectory o the TB epidemic Its t…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"More thanmillion health workers have been trained through our courses onWe will conti…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
N95 Mask,https://www.projectn95.com/,USA,Hardware,https://svgsilh.com/svg/1710300.svg,,
N95 mask can be decontaminated without decreasing filtration efficiency,https://stanfordmedicine.app.box.com/v/covid19-PPE-1-1,USA,Hardware,https://stanfordmedicine.app.box.com/index.php?rm=pic_storage_auth&pic=euks!pac3kv01!iJrnygodU3RHah3NTmhfkpaoFDVbS1ttwxWyu9KsptJK3bcgIZ_z83vFf1G8Pu_wei23JAes8TcXDN1zpX4jNIxUwuUtaIVSSOsHLE06oaO5P82FP3vkTQ4SC6JEAfTvieDESpX9DTQ7EeB19aRW4CjGjH0u8GNs6a7vjEhuzZmdA4n48PSSdxuubE55tG9dLM74Kjk5pk37igWXrx3pbQC-sQeDuXVtTv7Jp_RBdRtaonIaDygghQeyl8PduAlTZ9HvYCFPyKWo8UVIsrDcvQ2DdI4jW68Yz1EFlNzVss7k8bUMeQJq2aqB1GQeuI5C_ODz7VO5sAEprMmh3EProQ..,,
NanoHack (Open source respirator mask),https://copper3d.com/hackthepandemic/,Global,Hardware,https://svgsilh.com/svg/1710300.svg,,
Nation of Makers Live Maker Responses Doc,https://docs.google.com/document/d/11ToBl0_OZ7Xe9ZJXq9P4AZXCWA8pxpoBNuatH8E2Oqk/edit?usp=sharing,Global,Makers Community,https://freesvg.org/img/makers-start-button.png,,
"Nature aims to connect everyone and everything into a single harmonious whole Similar to how cells and organs o a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Nature is leading us to the understanding that we are parts o a single interconnected and interdependent system…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"need to institute mandatory serology tests across all states Now coronavirus COVID COVID…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
New or established projects helping with the COVID-19 crisis that need help.,https://helpwithcovid.com/projects,Global,Tech Support Community,https://dnzengou-seir-model.glitch.me/assets/img/favicon/favicon-32x32.png,,
"NHS rules hampering coronavirus testing drive say scientists coronavirus COVID COVID …""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Nice Well done  COVID COVID Covid COVID  coronavirus Coronavirustruth virus mored…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
NIH Chest X-Ray Images (Pneumonia for our use but mixed of other Chest pathologies too),https://www.kaggle.com/nih-chest-xrays/data,<Unknown>,Data,https://cdn.pixabay.com/photo/2017/09/27/22/28/text-mining-icon-2793702_960_720.png,,
"No jokes today Here are some tips rom mental health experts to avoid anxiety and depression while spending more t…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Now available New guidelines   to help countries maintain essential health services amp saeguard health care worker…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"NOW WorldTBDay Talk Show   Watch LIVE  """,https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Nurses and healthcare workers play a critical role in TB prevention and care It’s time to invest in them – to impr…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
NYC maker community Discord,Ask us for invite: superconference@hackaday.io,NYC and lower NYS only,Makers Community,https://freesvg.org/img/makers-start-button.png,,
"o the  ’s reugees amp many migrants are hosted in developing regions where health systems are already overwhelm…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Older people amp people with preexisting conditions are more susceptible to COVID They should  Keep distance…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"On a lighter note here’s a goler on his seventh day o quarantine Please stay sae Help the NationStay Out o Circu…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"On WorldTBDay join us or a live talk show on tuberculosis TB hosting TB survivors civil society representati…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"On WorldTBDayWHO has issued new guidance to help countries accelerate eorts to stop people with…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"One o best images I’ve seen representing what’s going on at present  Everyone needs to work together to lattenthecurv…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"One o many companies racing to ind a vaccine  coronavirus COVIDUS CoronavirusOutbreak Covid Covid…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
Open Source COVID19 Medical Supplies Facebook Group,https://www.facebook.com/groups/670932227050506/,<Unknown>,Hardware,https://svgsilh.com/svg/1710300.svg,,
Open Source Oxygen Concentrator,https://reprapltd.com/open-source-oxygen-concentrator,Global,Hardware,https://svgsilh.com/svg/1710300.svg,,
Open Source Ventilator (OSV) Ireland,https://opensourceventilator.ie,<Unknown>,Hardware,https://svgsilh.com/svg/1710300.svg,,
Open Source Ventilator (OSV) Ireland,https://osventilator.slack.com/join/shared_invite/zt-cst4dhk7-BFNMz_vyBPthjlBFYV1yWA,<Unknown>,Hardware,https://svgsilh.com/svg/1710300.svg,,
"Open source ventilator, that can be made anywhere locally",https://gitlab.com/Urbicum/ventilaid,Poland,Tech Support Community,https://www.ventilaid.org/wp-content/uploads/2018/05/logo-napis.jpg,,
Opensource Mask,https://www.opensourcemask.com/en/,Global,Hardware,https://svgsilh.com/svg/1710300.svg,,
"Our positive connection is the “disinectant” and the real treatment or any disease because by connecting we com…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Our randomised trial started today BCG vaccination to Reduce the impact o COVID in Australian healthcare workers o…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Our randomised trial started today BCG vaccination to Reduce the impact o COVID in Australian healthcare workers o…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Our randomised trial started today BCG vaccination to Reduce the impact o COVID in Australian healthcare workers o…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Our website coordinating the traumainormed response to the COVID pandemichas had almost…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
"Over the pastweeks we have witnessed a near exponential growth in the number o new COVID cases reaching a…""",https://twitter.com,Global,tweet,https://cdn.pixabay.com/photo/2017/12/06/04/57/twitter-3000965_960_720.png,,
